State,Year,District,Dem Votes,GOP Votes,D Voteshare,Incumbent,Party
OK,1962,1,46949,102585,0.31396873,-1,R
OK,1962,2,65968,50481,0.566496921,1,D
OK,1962,3,56010,0,1.0,1,D
OK,1962,4,66000,0,1.0,1,D
OK,1962,5,90392,40825,0.688874155,1,D
OK,1962,6,56508,48985,0.535656394,1,D
OR,1962,1,73641,119263,0.381749471,-1,R
OR,1962,2,53335,29995,0.640045602,1,D
OR,1962,3,131573,67830,0.659834606,1,D
OR,1962,4,83660,71483,0.539244439,1,D
PA,1962,1,102722,58953,0.635361064,1,D
PA,1962,2,86812,42607,0.670782497,1,D
PA,1962,3,81405,55827,0.59319255,1,D
PA,1962,4,104300,82014,0.559807637,1,D
PA,1962,5,94501,74557,0.558985674,1,D
PA,1962,6,112959,107724,0.511860905,1,D
PA,1962,7,88482,136955,0.392491029,-1,R
PA,1962,8,84043,101853,0.452096871,-1,R
PA,1962,9,55565,113880,0.327923515,-1,R
PA,1962,10,86680,95754,0.47513073200000006,-1,R
PA,1962,11,101754,51263,0.664984936,1,D
PA,1962,12,64227,98190,0.39544505799999996,-1,R
PA,1962,13,68234,135847,0.334347636,-1,R
PA,1962,14,93130,48726,0.6565108279999999,1,D
PA,1962,15,63574,46928,0.575319904,1,D
PA,1962,16,44932,90113,0.332718723,-1,R
PA,1962,17,56692,96088,0.37106951200000005,-1,R
PA,1962,18,60260,108433,0.35721695600000003,-1,R
PA,1962,19,62995,82924,0.431712114,-1,R
PA,1962,20,106971,51688,0.6742195529999999,1,D
PA,1962,21,80410,54543,0.595837069,1,D
PA,1962,22,61054,82584,0.425054651,-1,R
PA,1962,23,54798,79158,0.40907462200000005,-1,R
PA,1962,24,77749,82213,0.486046686,-1,R
PA,1962,25,87552,67630,0.564189146,1,D
PA,1962,26,94932,58945,0.616934305,1,D
PA,1962,27,58984,112034,0.344899367,-1,R
RI,1962,1,80333,61186,0.56764816,1,D
RI,1962,2,127184,49955,0.717989827,1,D
SC,1962,1,39176,0,1.0,1,D
SC,1962,2,39149,34947,0.528355107,1,D
SC,1962,3,34545,0,1.0,1,D
SC,1962,4,47044,0,1.0,1,D
SC,1962,5,28989,1861,0.939675851,1,D
SC,1962,6,36811,0,1.0,1,D
SD,1962,1,78421,113975,0.407602029,-1,R
SD,1962,2,23243,37092,0.385232452,-1,R
TN,1962,1,40113,49320,0.448525712,-1,R
TN,1962,2,25579,61306,0.294400645,-1,R
TN,1962,3,45597,47604,0.48923294799999995,-1,R
TN,1962,4,46005,0,1.0,1,D
TN,1962,5,30182,0,1.0,1,D
TN,1962,6,36404,0,1.0,1,D
TN,1962,7,24746,0,1.0,1,D
TN,1962,8,23521,0,1.0,1,D
TN,1962,9,55345,54132,0.505539976,1,D
TX,1962,1,26669,12938,0.6733405709999999,1,D
TX,1962,2,47137,21385,0.687910452,1,D
TX,1962,3,26915,24803,0.520418423,1,D
TX,1962,4,23573,9165,0.720050095,1,D
TX,1962,5,69813,89938,0.437011349,-1,R
TX,1962,6,33617,0,1.0,1,D
TX,1962,7,37756,5045,0.882128922,1,D
TX,1962,8,51285,20475,0.7146739129999999,1,D
TX,1962,9,56179,28594,0.6626992079999999,1,D
TX,1962,10,43396,25165,0.632954595,1,D
TX,1962,11,41698,0,1.0,1,D
TX,1962,12,53705,34879,0.606260724,1,D
TX,1962,13,37941,18578,0.671296378,1,D
TX,1962,14,60803,25623,0.7035267159999999,1,D
TX,1962,15,53552,0,1.0,1,D
TX,1962,16,37821,44095,0.46170467299999995,-1,R
TX,1962,17,46895,0,1.0,1,D
TX,1962,18,43389,30393,0.588070261,1,D
TX,1962,19,46925,23022,0.670865084,1,D
TX,1962,20,62776,0,1.0,1,D
TX,1962,21,39261,12310,0.761299955,1,D
TX,1962,22,73141,63452,0.5354666779999999,1,D
TX,1962,98,870860,680569,0.561327653,1,D
UT,1962,1,56989,59032,0.491195559,-1,R
UT,1962,2,92631,108355,0.46088284799999996,-1,R
VT,1962,98,52535,68822,0.432896331,-1,R
VA,1962,1,21664,0,1.0,1,D
VA,1962,2,30306,10121,0.749647513,1,D
VA,1962,3,28914,28566,0.50302714,1,D
VA,1962,4,30642,0,1.0,1,D
VA,1962,5,13827,0,1.0,1,D
VA,1962,6,23280,44060,0.345708346,-1,R
VA,1962,7,26302,25704,0.505749337,1,D
VA,1962,8,20931,0,1.0,1,D
VA,1962,9,32893,20851,0.61203111,1,D
VA,1962,10,39940,49611,0.446002836,-1,R
WA,1962,1,38669,108561,0.262643483,-1,R
WA,1962,2,47333,70498,0.401702438,-1,R
WA,1962,3,69045,36629,0.653377368,1,D
WA,1962,4,40887,83182,0.329550492,-1,R
WA,1962,5,43333,78504,0.355663715,-1,R
WA,1962,6,32513,79838,0.289387722,-1,R
WA,1962,7,66052,86106,0.434101395,-1,R
WV,1962,1,65328,97556,0.40107070100000003,-1,R
WV,1962,2,62291,43769,0.587318499,1,D
WV,1962,3,74743,46344,0.6172669239999999,1,D
WV,1962,4,83507,60931,0.578151179,1,D
WV,1962,5,57405,21144,0.730817706,1,D
WI,1962,1,62800,71657,0.46706382,-1,R
WI,1962,2,89740,81274,0.524752359,1,D
WI,1962,3,34240,54237,0.38699323,-1,R
WI,1962,4,117029,44368,0.7251002190000001,1,D
WI,1962,5,103705,59441,0.635657632,1,D
WI,1962,6,49238,71298,0.40849206899999996,-1,R
WI,1962,7,35151,68418,0.339396924,-1,R
WI,1962,8,47833,80808,0.37183324100000004,-1,R
WI,1962,9,50025,39955,0.555956879,1,D
WI,1962,10,30556,52451,0.368113533,-1,R
WY,1962,98,44985,71489,0.386223535,-1,R
AL,1964,1,36482,54522,0.40088347799999996,-1,R
AL,1964,2,29628,49936,0.372379468,-1,R
AL,1964,3,27939,0,1.0,1,D
AL,1964,4,27800,40143,0.409166507,-1,R
AL,1964,5,42784,37960,0.529872189,1,D
AL,1964,6,45090,69246,0.39436398,-1,R
AL,1964,7,44386,65353,0.404468785,-1,R
AL,1964,8,43842,0,1.0,1,D
AK,1964,98,34605,32566,0.515177681,1,D
AZ,1964,1,113669,140507,0.447205873,-1,R
AZ,1964,2,86499,60782,0.587305898,1,D
AZ,1964,3,30565,28802,0.514848316,1,D
AR,1964,1,100,0,1.0,1,D
AR,1964,2,100,0,1.0,1,D
AR,1964,3,71228,58884,0.547436055,1,D
AR,1964,4,100,0,1.0,1,D
CA,1964,1,97651,141018,0.409148235,-1,R
CA,1964,2,125774,68835,0.646290768,1,D
CA,1964,3,166688,57630,0.743087938,1,D
CA,1964,4,84949,33160,0.719242395,1,D
CA,1964,5,71638,0,1.0,1,D
CA,1964,6,71894,125869,0.36353615200000006,-1,R
CA,1964,7,100901,51675,0.661316328,1,D
CA,1964,8,108771,46063,0.702500743,1,D
CA,1964,9,115954,50261,0.697614535,1,D
CA,1964,10,88240,151027,0.368793022,-1,R
CA,1964,11,95747,116022,0.45212944299999996,-1,R
CA,1964,12,57243,93112,0.380718965,-1,R
CA,1964,13,77763,104744,0.426082287,-1,R
CA,1964,14,63469,117272,0.35115994700000003,-1,R
CA,1964,15,109560,44977,0.7089564309999999,1,D
CA,1964,16,117727,58604,0.667647776,1,D
CA,1964,17,95640,45688,0.67672365,1,D
CA,1964,18,121304,60523,0.667139644,1,D
CA,1964,19,97934,51747,0.654284779,1,D
CA,1964,20,62645,132402,0.321178998,-1,R
CA,1964,21,106231,11374,0.903286425,1,D
CA,1964,22,94141,92133,0.505389909,1,D
CA,1964,23,72903,90721,0.44555199700000003,-1,R
CA,1964,24,65967,139784,0.320615696,-1,R
CA,1964,25,81320,65344,0.554464627,1,D
CA,1964,26,136025,57209,0.703939265,1,D
CA,1964,27,77587,83141,0.482722363,-1,R
CA,1964,28,107852,205473,0.344217665,-1,R
CA,1964,29,90208,63836,0.58559892,1,D
CA,1964,30,90329,45912,0.663008933,1,D
CA,1964,31,114246,64256,0.640026442,1,D
CA,1964,32,59765,132603,0.310680571,-1,R
CA,1964,33,109047,101742,0.517327754,1,D
CA,1964,34,137588,98606,0.582521148,1,D
CA,1964,35,90295,167791,0.349863999,-1,R
CA,1964,36,73034,105346,0.409429308,-1,R
CA,1964,37,85624,61373,0.582488078,1,D
CA,1964,38,85661,76525,0.528165193,1,D
CO,1964,1,138475,65423,0.679138589,1,D
CO,1964,2,109526,106738,0.506445825,1,D
CO,1964,3,85404,81544,0.511560486,1,D
CO,1964,4,106685,62617,0.630146129,1,D
CT,1964,1,141310,60654,0.6996791509999999,1,D
CT,1964,2,119530,69403,0.6326581379999999,1,D
CT,1964,3,126353,71393,0.638966148,1,D
CT,1964,4,117220,109027,0.518106317,1,D
CT,1964,5,133072,64651,0.67302236,1,D
CT,1964,6,115498,81105,0.587468146,1,D
DE,1964,98,112361,86254,0.565722629,1,D
FL,1964,1,74615,0,1.0,1,D
FL,1964,2,99191,37283,0.726812433,1,D
FL,1964,3,101162,52758,0.657237526,1,D
FL,1964,4,94726,53468,0.6392026670000001,1,D
FL,1964,5,85851,0,1.0,1,D
FL,1964,6,168573,86657,0.660474866,1,D
FL,1964,7,79504,0,1.0,1,D
FL,1964,8,49374,0,1.0,1,D
FL,1964,9,44917,0,1.0,1,D
FL,1964,10,69860,0,1.0,1,D
FL,1964,11,59746,91731,0.394422916,-1,R
FL,1964,12,64378,98959,0.394142172,-1,R
GA,1964,1,65146,0,1.0,1,D
GA,1964,2,25006,0,1.0,1,D
GA,1964,3,33733,45545,0.42550266200000003,-1,R
GA,1964,4,66488,50326,0.569178352,1,D
GA,1964,5,65803,55983,0.540316621,1,D
GA,1964,6,69712,0,1.0,1,D
GA,1964,7,69575,57562,0.547244311,1,D
GA,1964,8,49727,0,1.0,1,D
GA,1964,9,59186,38608,0.605210954,1,D
GA,1964,10,45418,0,1.0,1,D
HI,1964,97,140224,56147,0.714076926,1,D
HI,1964,98,106909,89425,0.544526165,1,D
ID,1964,1,56203,52468,0.517184898,1,D
ID,1964,2,84022,91838,0.477777778,-1,R
IL,1964,1,150953,26823,0.8491191159999999,1,D
IL,1964,2,107795,52416,0.6728314540000001,1,D
IL,1964,3,120711,83404,0.591387208,1,D
IL,1964,4,100895,144762,0.41071494,-1,R
IL,1964,5,101626,57871,0.637165589,1,D
IL,1964,6,89850,17918,0.833735432,1,D
IL,1964,7,106708,17471,0.859307935,1,D
IL,1964,8,137715,70624,0.66101402,1,D
IL,1964,9,113851,64428,0.63861139,1,D
IL,1964,10,111029,172499,0.391598008,-1,R
IL,1964,11,129337,98132,0.568591764,1,D
IL,1964,12,68555,97003,0.41408449,-1,R
IL,1964,13,120449,165129,0.421772686,-1,R
IL,1964,14,101432,145830,0.410220738,-1,R
IL,1964,15,73741,103709,0.415559312,-1,R
IL,1964,16,71992,93051,0.436201475,-1,R
IL,1964,17,74261,96209,0.43562503700000005,-1,R
IL,1964,18,77711,91173,0.460144241,-1,R
IL,1964,19,81800,74290,0.524056634,1,D
IL,1964,20,98256,119184,0.45187638,-1,R
IL,1964,21,117701,63431,0.649807875,1,D
IL,1964,22,71875,80895,0.47047849700000005,-1,R
IL,1964,23,119447,99496,0.5455620870000001,1,D
IL,1964,24,144743,46419,0.757174543,1,D
IN,1964,1,133089,75226,0.638883422,1,D
IN,1964,2,78566,88204,0.471103916,-1,R
IN,1964,3,121209,78642,0.60649684,1,D
IN,1964,4,82284,89437,0.479172611,-1,R
IN,1964,5,114252,92802,0.551798082,1,D
IN,1964,6,73002,86168,0.458641704,-1,R
IN,1964,7,71461,84427,0.45841245,-1,R
IN,1964,8,109134,84135,0.564674107,1,D
IN,1964,9,74939,62780,0.5441442360000001,1,D
IN,1964,10,87721,89303,0.495531679,-1,R
IN,1964,11,149342,146424,0.5049329539999999,1,D
IA,1964,1,84042,80697,0.510152423,1,D
IA,1964,2,97470,89299,0.521874615,1,D
IA,1964,3,83036,83455,0.49874167399999997,-1,R
IA,1964,4,85518,73898,0.5364455260000001,1,D
IA,1964,5,108212,46160,0.700982043,1,D
IA,1964,6,86323,75478,0.53351339,1,D
IA,1964,7,78243,67942,0.535232753,1,D
KS,1964,1,108086,113212,0.488418332,-1,R
KS,1964,2,77189,80806,0.488553435,-1,R
KS,1964,3,54522,89588,0.378335993,-1,R
KS,1964,4,58057,84800,0.406399406,-1,R
KS,1964,5,64308,83120,0.436199365,-1,R
KY,1964,1,84574,0,1.0,1,D
KY,1964,2,79519,36664,0.684428875,1,D
KY,1964,3,117892,101168,0.53817219,1,D
KY,1964,4,88337,54937,0.616559878,1,D
KY,1964,5,53916,61137,0.46861881,-1,R
KY,1964,6,93322,38869,0.7059633409999999,1,D
KY,1964,7,100929,43921,0.696782879,1,D
LA,1964,1,76455,0,1.0,1,D
LA,1964,2,77009,62881,0.550496819,1,D
LA,1964,3,52532,31806,0.6228746239999999,1,D
LA,1964,4,44599,0,1.0,1,D
LA,1964,5,24544,0,1.0,1,D
LA,1964,6,82686,48715,0.629264617,1,D
LA,1964,7,38492,0,1.0,1,D
LA,1964,8,33250,27735,0.545216037,1,D
ME,1964,1,95195,95398,0.49946745200000003,-1,R
ME,1964,2,110931,67978,0.620041474,1,D
MD,1964,1,36013,40762,0.469071964,-1,R
MD,1964,2,143132,74067,0.6589901429999999,1,D
MD,1964,3,56295,0,1.0,1,D
MD,1964,4,57229,16372,0.77755737,1,D
MD,1964,5,131712,84318,0.6096930979999999,1,D
MD,1964,6,112410,134521,0.455228384,-1,R
MD,1964,7,99564,25706,0.7947952420000001,1,D
MD,1964,98,683143,301250,0.69397385,1,D
MA,1964,1,0,139503,0.0,-1,R
MA,1964,2,125894,0,1.0,1,D
MA,1964,3,177917,0,1.0,1,D
MA,1964,4,142339,56034,0.7175321240000001,1,D
MA,1964,5,74133,137735,0.349901826,-1,R
MA,1964,6,77646,141733,0.353935427,-1,R
MA,1964,7,139095,41671,0.7694754540000001,1,D
MA,1964,8,122050,0,1.0,1,D
MA,1964,9,118385,21557,0.8459576109999999,1,D
MA,1964,10,78415,133403,0.370199889,-1,R
MA,1964,11,179261,0,1.0,1,D
MA,1964,12,78313,115656,0.40373977299999997,-1,R
MI,1964,1,138589,25735,0.8433886709999999,1,D
MI,1964,2,77806,76280,0.50495178,1,D
MI,1964,3,85001,76350,0.526808015,1,D
MI,1964,4,70212,83391,0.457100447,-1,R
MI,1964,5,64488,101810,0.387785782,-1,R
MI,1964,6,68265,88882,0.43440218399999997,-1,R
MI,1964,7,104115,54307,0.657200389,1,D
MI,1964,8,69931,84588,0.452572176,-1,R
MI,1964,9,70693,95376,0.425684505,-1,R
MI,1964,10,66835,87232,0.433804773,-1,R
MI,1964,11,86557,75955,0.53261913,1,D
MI,1964,12,126769,42615,0.748411893,1,D
MI,1964,13,102413,16585,0.86062791,1,D
MI,1964,14,120308,59487,0.669139854,1,D
MI,1964,15,103724,42464,0.709524722,1,D
MI,1964,16,112763,40673,0.734918794,1,D
MI,1964,17,136230,50580,0.7292436170000001,1,D
MI,1964,18,74576,109777,0.404528269,-1,R
MI,1964,19,88441,77204,0.533918923,1,D
MN,1964,1,87789,108639,0.44692711799999996,-1,R
MN,1964,2,69801,97804,0.416461323,-1,R
MN,1964,3,94682,125464,0.430087306,-1,R
MN,1964,4,144801,52221,0.7349483809999999,1,D
MN,1964,5,127963,78767,0.6189861170000001,1,D
MN,1964,6,95848,89228,0.517884545,1,D
MN,1964,7,81718,84304,0.492211876,-1,R
MN,1964,8,124277,54691,0.6944090559999999,1,D
MS,1964,1,60052,0,1.0,1,D
MS,1964,2,70218,0,1.0,1,D
MS,1964,3,84503,0,1.0,1,D
MS,1964,4,28057,35277,0.44300059999999997,-1,R
MS,1964,5,83120,0,1.0,1,D
MO,1964,1,140848,42351,0.768825157,1,D
MO,1964,2,115446,130894,0.46864496200000005,-1,R
MO,1964,3,123193,48709,0.716646694,1,D
MO,1964,4,109375,61854,0.638764462,1,D
MO,1964,5,97721,43314,0.692884745,1,D
MO,1964,6,110532,60356,0.646809606,1,D
MO,1964,7,96120,102926,0.482903449,-1,R
MO,1964,8,117672,62823,0.651940497,1,D
MO,1964,9,112907,68032,0.62400588,1,D
MO,1964,10,89698,43304,0.674410911,1,D
MT,1964,1,64847,55417,0.539205415,1,D
MT,1964,2,71461,84241,0.458960065,-1,R
NE,1964,1,107683,102113,0.5132747999999999,1,D
NE,1964,2,72003,81660,0.46857734100000004,-1,R
NE,1964,3,93236,104380,0.47180390299999997,-1,R
NV,1964,98,82748,47989,0.6329348229999999,1,D
NH,1964,1,79097,74939,0.513496845,1,D
NH,1964,2,62382,62680,0.498808591,-1,R
NJ,1964,1,117227,150805,0.437361957,-1,R
NJ,1964,2,73264,70997,0.507857286,1,D
NJ,1964,3,105803,104063,0.5041455020000001,1,D
NJ,1964,4,134747,64447,0.676461138,1,D
NJ,1964,5,70001,122168,0.36426791,-1,R
NJ,1964,6,95021,140999,0.40259723799999997,-1,R
NJ,1964,7,110328,144585,0.432806487,-1,R
NJ,1964,8,112483,53732,0.676731944,1,D
NJ,1964,9,111741,109313,0.505491871,1,D
NJ,1964,10,92488,31306,0.747112138,1,D
NJ,1964,11,82457,35956,0.696350907,1,D
NJ,1964,12,82726,72601,0.532592531,1,D
NJ,1964,13,89360,24874,0.78225397,1,D
NJ,1964,14,73635,25068,0.7460259570000001,1,D
NJ,1964,15,131393,76686,0.6314572829999999,1,D
NM,1964,97,194407,120349,0.617643508,1,D
NM,1964,98,164863,154780,0.515772283,1,D
NY,1964,1,126529,68362,0.649229569,1,D
NY,1964,2,82757,88390,0.48354338700000005,-1,R
NY,1964,3,96503,93883,0.506880758,1,D
NY,1964,4,73148,89971,0.448433352,-1,R
NY,1964,5,112899,89455,0.557928185,1,D
NY,1964,6,75327,100069,0.429468175,-1,R
NY,1964,7,121091,49151,0.711287461,1,D
NY,1964,8,148696,44398,0.770070536,1,D
NY,1964,9,109973,48878,0.69230285,1,D
NY,1964,10,118941,16941,0.87532565,1,D
NY,1964,11,75073,17732,0.808932708,1,D
NY,1964,12,141570,31737,0.816874102,1,D
NY,1964,13,129414,34809,0.7880382159999999,1,D
NY,1964,14,68165,19861,0.7743734809999999,1,D
NY,1964,15,66567,57626,0.535996393,1,D
NY,1964,16,89438,56238,0.613951509,1,D
NY,1964,17,44533,135807,0.246939115,-1,R
NY,1964,18,94222,11621,0.8902053040000001,1,D
NY,1964,19,84781,24829,0.773478697,1,D
NY,1964,20,124128,23409,0.841334716,1,D
NY,1964,21,91898,15380,0.856634165,1,D
NY,1964,22,70147,10134,0.8737683890000001,1,D
NY,1964,23,108205,30476,0.7802438690000001,1,D
NY,1964,24,51740,89814,0.36551422100000003,-1,R
NY,1964,25,122260,95214,0.562182146,1,D
NY,1964,26,78546,102064,0.43489286299999996,-1,R
NY,1964,27,97337,91172,0.516352004,1,D
NY,1964,28,95820,84008,0.5328424939999999,1,D
NY,1964,29,158797,70518,0.692484138,1,D
NY,1964,30,99841,100950,0.497238422,-1,R
NY,1964,31,61726,74380,0.45351417299999996,-1,R
NY,1964,32,75660,86717,0.46595269,-1,R
NY,1964,33,69277,97213,0.416103069,-1,R
NY,1964,34,96219,91697,0.5120319720000001,1,D
NY,1964,35,110948,62463,0.639797937,1,D
NY,1964,36,81509,107406,0.43145859200000003,-1,R
NY,1964,37,80411,98923,0.448386809,-1,R
NY,1964,38,64179,90201,0.415720948,-1,R
NY,1964,39,108235,96934,0.52754071,1,D
NY,1964,40,81531,90745,0.473258028,-1,R
NY,1964,41,130961,28578,0.820871386,1,D
NC,1964,1,52567,11108,0.825551629,1,D
NC,1964,2,62406,0,1.0,1,D
NC,1964,3,63235,30557,0.674204623,1,D
NC,1964,4,73470,68387,0.5179159289999999,1,D
NC,1964,5,72254,67781,0.515971007,1,D
NC,1964,6,84151,52964,0.613725705,1,D
NC,1964,7,71357,0,1.0,1,D
NC,1964,8,72269,85869,0.456999583,-1,R
NC,1964,9,71629,88195,0.44817424200000006,-1,R
NC,1964,10,78684,55483,0.586463139,1,D
NC,1964,11,85880,55996,0.605317319,1,D
ND,1964,1,63208,69575,0.47602479200000003,-1,R
ND,1964,2,60751,54878,0.525395878,1,D
OH,1964,1,74525,69114,0.518835414,1,D
OH,1964,2,79824,122487,0.394560849,-1,R
OH,1964,3,129469,119400,0.520229518,1,D
OH,1964,4,64667,81204,0.443316355,-1,R
OH,1964,5,41621,80394,0.34111379700000005,-1,R
OH,1964,6,57223,86015,0.399495944,-1,R
OH,1964,7,70857,93022,0.43237388600000004,-1,R
OH,1964,8,45445,73395,0.382404914,-1,R
OH,1964,9,109167,64401,0.628958103,1,D
OH,1964,10,54729,49744,0.5238578389999999,1,D
OH,1964,11,82728,102619,0.44634118700000003,-1,R
OH,1964,12,118299,146971,0.44595695,-1,R
OH,1964,13,62780,75945,0.452550009,-1,R
OH,1964,14,104547,126088,0.45330067,-1,R
OH,1964,15,62438,31983,0.661272386,1,D
OH,1964,16,93255,101802,0.47809102,-1,R
OH,1964,17,71291,75674,0.48508828600000004,-1,R
OH,1964,18,94768,42960,0.688080855,1,D
OH,1964,19,111682,34654,0.7631888259999999,1,D
OH,1964,20,115675,39747,0.744264004,1,D
OH,1964,21,113157,12416,0.901125242,1,D
OH,1964,22,64454,84183,0.433633617,-1,R
OH,1964,23,64162,131554,0.327832165,-1,R
OH,1964,98,1872351,1716480,0.521716124,1,D
OK,1964,1,71998,125377,0.364777707,-1,R
OK,1964,2,90466,56843,0.614124052,1,D
OK,1964,3,62952,16706,0.79027844,1,D
OK,1964,4,98419,0,1.0,1,D
OK,1964,5,130014,53596,0.708098687,1,D
OK,1964,6,75879,58041,0.566599462,1,D
OR,1964,1,107920,122010,0.46936024,-1,R
OR,1964,2,70136,32916,0.6805884409999999,1,D
OR,1964,3,157882,82468,0.656883711,1,D
OR,1964,4,125752,68288,0.6480725620000001,1,D
PA,1964,1,129471,50780,0.7182817290000001,1,D
PA,1964,2,125100,30801,0.802432313,1,D
PA,1964,3,111885,43471,0.720184608,1,D
PA,1964,4,135681,75901,0.641269106,1,D
PA,1964,5,117049,62446,0.65210173,1,D
PA,1964,6,144697,88495,0.6205058489999999,1,D
PA,1964,7,123750,129572,0.488508696,-1,R
PA,1964,8,107670,112472,0.489093403,-1,R
PA,1964,9,81823,111545,0.423146539,-1,R
PA,1964,10,88082,90903,0.49211945100000004,-1,R
PA,1964,11,116875,34057,0.7743553390000001,1,D
PA,1964,12,68703,97114,0.414330256,-1,R
PA,1964,13,96849,139817,0.40922227899999997,-1,R
PA,1964,14,117525,39513,0.748385741,1,D
PA,1964,15,81062,41656,0.660555094,1,D
PA,1964,16,50509,90331,0.358626811,-1,R
PA,1964,17,66266,91504,0.42001648,-1,R
PA,1964,18,71621,119938,0.37388480799999996,-1,R
PA,1964,19,82498,79809,0.508283685,1,D
PA,1964,20,126846,43591,0.744239807,1,D
PA,1964,21,97379,50513,0.6584467039999999,1,D
PA,1964,22,61482,81400,0.430299128,-1,R
PA,1964,23,62932,76575,0.451102812,-1,R
PA,1964,24,92612,89828,0.507629906,1,D
PA,1964,25,121140,51071,0.703439385,1,D
PA,1964,26,109532,51219,0.681376788,1,D
PA,1964,27,71519,120395,0.37266171299999995,-1,R
RI,1964,1,110056,56056,0.662540936,1,D
RI,1964,2,168374,38601,0.813499215,1,D
SC,1964,1,64804,0,1.0,1,D
SC,1964,2,88682,0,1.0,1,D
SC,1964,3,65920,0,1.0,1,D
SC,1964,4,81727,0,1.0,1,D
SC,1964,5,44859,22384,0.667117767,1,D
SC,1964,6,49398,26586,0.65011055,1,D
SD,1964,1,92057,124791,0.42452316799999995,-1,R
SD,1964,2,31208,39657,0.440386651,-1,R
TN,1964,1,37252,94535,0.282668245,-1,R
TN,1964,2,70119,84868,0.45241859,-1,R
TN,1964,3,59027,71005,0.45394210700000004,-1,R
TN,1964,4,85286,0,1.0,1,D
TN,1964,5,74597,50210,0.597698847,1,D
TN,1964,6,66817,18595,0.782290545,1,D
TN,1964,7,35612,0,1.0,1,D
TN,1964,8,43876,0,1.0,1,D
TN,1964,9,108425,97537,0.52643206,1,D
TX,1964,1,52698,17967,0.745744003,1,D
TX,1964,2,75226,44772,0.626893782,1,D
TX,1964,3,53331,36566,0.593245603,1,D
TX,1964,4,46782,10707,0.813755675,1,D
TX,1964,5,172287,127568,0.574567708,1,D
TX,1964,6,55155,11967,0.821712702,1,D
TX,1964,7,64456,12606,0.83641743,1,D
TX,1964,8,103595,31351,0.7676774409999999,1,D
TX,1964,9,105631,34692,0.752770394,1,D
TX,1964,10,80045,25594,0.757722053,1,D
TX,1964,11,62175,14094,0.815206703,1,D
TX,1964,12,107896,49633,0.684927855,1,D
TX,1964,13,67947,22429,0.751825706,1,D
TX,1964,14,105352,30522,0.775365412,1,D
TX,1964,15,66897,29551,0.693606918,1,D
TX,1964,16,70262,55951,0.556693843,1,D
TX,1964,17,59769,18440,0.7642215090000001,1,D
TX,1964,18,58701,48054,0.549866517,1,D
TX,1964,19,87555,25243,0.7762105709999999,1,D
TX,1964,20,103464,56601,0.646387405,1,D
TX,1964,21,61785,17295,0.78129742,1,D
TX,1964,22,136289,98287,0.581001466,1,D
TX,1964,98,1690674,826991,0.671524607,1,D
UT,1964,1,59768,75986,0.44026695299999996,-1,R
UT,1964,2,149754,110512,0.5753882570000001,1,D
VT,1964,98,71193,92252,0.43557771700000003,-1,R
VA,1964,1,72819,19698,0.787087778,1,D
VA,1964,2,54315,17082,0.76074625,1,D
VA,1964,3,43880,43226,0.503754047,1,D
VA,1964,4,53857,23682,0.6945795020000001,1,D
VA,1964,5,39867,22946,0.634693455,1,D
VA,1964,6,45113,57987,0.43756547,-1,R
VA,1964,7,47888,20911,0.6960566290000001,1,D
VA,1964,8,49440,0,1.0,1,D
VA,1964,9,51106,36668,0.5822453120000001,1,D
VA,1964,10,78242,80370,0.493291806,-1,R
WA,1964,1,78876,117851,0.400941406,-1,R
WA,1964,2,88551,72830,0.548707717,1,D
WA,1964,3,102080,43415,0.7016048659999999,1,D
WA,1964,4,54819,102964,0.34743286700000003,-1,R
WA,1964,5,84830,73884,0.53448341,1,D
WA,1964,6,79042,72702,0.520890447,1,D
WA,1964,7,125222,100119,0.555700028,1,D
WV,1964,1,72714,115799,0.385724061,-1,R
WV,1964,2,87928,47457,0.649466337,1,D
WV,1964,3,103117,54566,0.6539512820000001,1,D
WV,1964,4,109287,69253,0.612114932,1,D
WV,1964,5,77156,33108,0.6997388090000001,1,D
WI,1964,1,90450,85117,0.515187934,1,D
WI,1964,2,108148,61865,0.636116062,1,D
WI,1964,3,59173,91092,0.393790969,-1,R
WI,1964,4,125683,43773,0.741685157,1,D
WI,1964,5,107610,34059,0.7595874890000001,1,D
WI,1964,6,84690,82103,0.5077551220000001,1,D
WI,1964,7,60758,98110,0.382443286,-1,R
WI,1964,8,65292,96160,0.404405024,-1,R
WI,1964,9,85071,105332,0.446794431,-1,R
WI,1964,10,71983,92198,0.438436847,-1,R
WY,1964,98,70693,68482,0.507943237,1,D
AL,1966,1,30474,58515,0.34244681899999996,-1,R
AL,1966,2,40832,49203,0.45351252299999995,-1,R
AL,1966,3,61015,0,1.0,1,D
AL,1966,4,54515,38402,0.586706415,1,D
AL,1966,5,68486,0,1.0,1,D
AL,1966,6,37131,64435,0.36558494,-1,R
AL,1966,7,73987,40972,0.643594673,1,D
AL,1966,8,65982,26561,0.7129874759999999,1,D
AK,1966,98,31867,34040,0.48351464899999996,-1,R
AZ,1966,1,49913,102007,0.32854792,-1,R
AZ,1966,2,66813,45326,0.595805206,1,D
AZ,1966,3,43219,57145,0.430622534,-1,R
AR,1966,1,100,0,1.0,1,D
AR,1966,2,100,0,1.0,1,D
AR,1966,3,74009,83938,0.46856857,-1,R
AR,1966,4,86887,46804,0.649909119,1,D
